lemma,pos,sent1,sent2,start1,end1,start2,end2,tag,position1,position2
producer,NOUN,"Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, That the Secretary of the Interior is hereby authorized and directed to establish and maintain a program of stabilization payments to small domestic producers of lead and zinc ores and concentrates in order to stabilize the mining of lead and zinc by small domestic producers on public, Indian, and other lands as provided in this Act. ","Among the most likely producers of detectable radio line spectra are the light diatomic hydrides OH and CH ; somewhat less likely sources are the heavier hydrides SH, SiH, and ScH. ",379,388,22,31,F,64,4
religion,NOUN,`` I do not care if your beliefs take you along a path of religion or a path of labor or a path of activism. ,Much effort has been expended in the sincere effort to apply the teaching and admonitions of religion. ,58,66,93,101,T,14,16
religion,NOUN,`` I do not care if your beliefs take you along a path of religion or a path of labor or a path of activism. ,"I am not aware of great attention by any of these authors or by the psychotherapeutic profession to the role of literary study in the development of conscience - most of their attention is to a pre-literate period of life, or, for the theologians of course, to the influence of religion. ",58,66,281,289,F,14,53
class,NOUN,"This is particularly true of highly charged ions, especially those ions which fall into the class of polyelectrolytes. ","As is well known, detergent actives belong to the chemical class consisting of moderately high molecular weight and highly polar molecules which exhibit the property of forming micelles in solution. ",93,98,60,65,T,16,11
class,NOUN,"This is particularly true of highly charged ions, especially those ions which fall into the class of polyelectrolytes. ","Actually, there was a lot of force in him, which is why I kept on in that class instead of quitting after a week. ",93,98,76,81,F,16,19
uphold,VERB,"`` When you stand up in public and take vows to strive to set an example before your children and to teach them the fundamentals of the Christian faith, you strive a little harder to uphold those vows '', explains the slender vice president of the young couples Sunday school class. ","And the career of Konrad Adenauer, who upheld Germany 's tradition of rock-like leaders which Bismarck began, draws near the end. ",184,190,40,46,T,36,8
uphold,VERB,"`` When you stand up in public and take vows to strive to set an example before your children and to teach them the fundamentals of the Christian faith, you strive a little harder to uphold those vows '', explains the slender vice president of the young couples Sunday school class. ",Indonesia Court Upholds Pope 's Death Sentence. ,184,190,16,23,F,36,2
appearance,NOUN,"In town after town my companion pointed out the Negro school and the White school, and in every instance the former made a better appearance ( it was newer, for one thing ). ",He guessed by their appearance that they were Rumanians. ,131,141,20,30,T,25,4
appearance,NOUN,"In town after town my companion pointed out the Negro school and the White school, and in every instance the former made a better appearance ( it was newer, for one thing ). ","Saxton has made only one second-half appearance this season and that was in the Washington State game, for four plays : he returned the kickoff 30 yards, gained five yards through the line and then uncorked a 56 - yard touchdown run before retiring to the bench. ",131,141,37,47,F,25,6
church,NOUN,"There was no church like Drew Church, no preacher like Papa, who was intimate with Him, and could consign sinners to hellfire. ",Then Wilson looked over the church and studied its condition. ,13,19,28,34,T,3,5
church,NOUN,"There was no church like Drew Church, no preacher like Papa, who was intimate with Him, and could consign sinners to hellfire. ","Can the church risk assuming that the `` folly '' of men is as dear to God as their `` wisdom '', or, as is also commonly implied, that `` the foolishness of God '' and `` the foolishness of men '' are simply two ways of talking about the same thing? ",13,19,8,14,F,3,2
approval,NOUN,"There are authorized to be appropriated such sums, to remain available until expended, as may be necessary, but not more than $ 75000000 in all, ( a ) to carry out the provisions of this Act during the fiscal years 1962 to 1967, inclusive ; ( b ) to finance, for not more than two years beyond the end of said period, such grants, contracts, cooperative agreements, and studies as may theretofore have been undertaken pursuant to this Act ; and ( c ) to finance, for not more than three years beyond the end of said period, such activities as are required to correlate, coordinate, and round out the results of studies and research undertaken pursuant to this Act : Provided, That funds available in any one year for research and development may, subject to the approval of the Secretary of State to assure that such activities are consistent with the foreign policy objectives of the United States, be expended in cooperation with public or private agencies in foreign countries in the development of processes useful to the program in the United States : And provided further, That every such contract or agreement made with any public or private agency in a foreign country shall contain provisions effective to insure that the results or information developed in connection therewith shall be available without cost to the United States for the use of the United States throughout the world and for the use of the general public within the United States. ","Though, to be sure, we gave Kennedy no very positive approval in the margin of his preferment. ",778,786,55,63,T,153,12
